id,symbol,name,current_price,market_cap,price_change_24h,price_change_pct_24h,total_volume,last_updated
bitcoin,btc,Bitcoin,89976,1797910498810,1215.64,1.36957,49956298768,2026-01-03T06:27:41.880Z
ethereum,eth,Ethereum,3109.84,375563749713,92.36,3.06089,26665275866,2026-01-03T06:27:42.630Z
tether,usdt,Tether,0.999657,187034859542,0.00076066,0.07615,83148386646,2026-01-03T06:27:36.650Z
ripple,xrp,XRP,2.03,123287765227,0.156547,8.35272,4378780586,2026-01-03T06:27:34.928Z
binancecoin,bnb,BNB,875.52,120662028576,10.43,1.20606,1732690876,2026-01-03T06:27:41.887Z
usd-coin,usdc,USDC,0.999765,75334321185,-0.000138408044076832,-0.01384,13815579255,2026-01-03T06:27:37.418Z
solana,sol,Solana,131.91,74370240770,4.66,3.66093,4919367000,2026-01-03T06:27:35.407Z
staked-ether,steth,Lido Staked Ether,3109.84,27510141988,94.6,3.13729,24916079,2026-01-03T06:27:35.211Z
tron,trx,TRON,0.288519,27320503860,0.00311134,1.09014,560921504,2026-01-03T06:27:36.655Z
dogecoin,doge,Dogecoin,0.143326,24130570067,0.0148292,11.54052,3296563903,2026-01-03T06:27:41.167Z
figure-heloc,figr_heloc,Figure Heloc,1.033,14858269135,-0.008223199999999986,-0.79002,6150271,2026-01-03T05:06:59.181Z
cardano,ada,Cardano,0.393642,14453373735,0.03574977,9.98897,992490387,2026-01-03T06:27:40.280Z
bitcoin-cash,bch,Bitcoin Cash,625.09,12490615416,31.62,5.32716,522992503,2026-01-03T06:27:39.592Z
whitebit,wbt,WhiteBIT Coin,57.21,12257749146,0.200871,0.35238,90031342,2026-01-03T06:27:37.442Z
wrapped-steth,wsteth,Wrapped stETH,3799.92,12233996630,108.39,2.93605,26383223,2026-01-03T06:27:37.521Z
wrapped-bitcoin,wbtc,Wrapped Bitcoin,89896,11243495737,1355.28,1.53069,225576489,2026-01-03T06:27:37.532Z
wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,3378.12,11041703844,97.96,2.98639,3168106,2026-01-03T06:27:37.167Z
wrapped-eeth,weeth,Wrapped eETH,3370.79,9617392798,96.05,2.93299,4421573,2026-01-03T06:27:37.195Z
usds,usds,USDS,0.999781,9612949613,9.533e-05,0.00954,2302115,2026-01-03T06:27:36.522Z
chainlink,link,Chainlink,13.2,9356725166,0.268665,2.07722,567067715,2026-01-03T06:27:40.766Z
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),0.999478,8978059337,0.00080065,0.08017,952521038,2026-01-03T06:27:39.841Z
leo-token,leo,LEO Token,9.24,8510384655,-0.3536665150172258,-3.68662,1698568,2026-01-03T06:27:31.490Z
zcash,zec,Zcash,514.57,8466449345,-10.294596281603276,-1.96136,709441360,2026-01-03T06:27:37.753Z
weth,weth,WETH,3106.52,8143557752,87.9,2.9118,63438124,2026-01-03T06:27:37.740Z
monero,xmr,Monero,426.95,7880245023,9.12,2.18231,75501548,2026-01-03T06:27:32.455Z
stellar,xlm,Stellar,0.223976,7271188311,0.0167518,8.08392,264615831,2026-01-03T06:27:35.702Z
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,89976,6863864254,1196.21,1.3474,370278947,2026-01-03T06:27:40.309Z
sui,sui,Sui,1.68,6341390528,0.186681,12.52374,1053952170,2026-01-03T06:27:35.884Z
litecoin,ltc,Litecoin,82.61,6340770771,3.04,3.81836,411535663,2026-01-03T06:27:31.863Z
ethena-usde,usde,Ethena USDe,0.998962,6299077432,0.000261,0.02613,107500393,2026-01-03T06:27:41.448Z
avalanche-2,avax,Avalanche,14.06,6050238747,0.523179,3.86483,491159302,2026-01-03T06:27:39.164Z
hyperliquid,hype,Hyperliquid,25.04,5967152993,0.397603,1.61331,219993321,2026-01-03T06:27:30.724Z
canton-network,cc,Canton,0.153603,5705512559,0.00152202,1.00079,34187273,2026-01-03T06:27:39.698Z
hedera-hashgraph,hbar,Hedera,0.120923,5181126557,0.00489382,4.21773,217253266,2026-01-03T06:27:30.396Z
shiba-inu,shib,Shiba Inu,8.13e-06,4798892658,6.21694e-07,8.27539,243022520,2026-01-03T06:27:41.137Z
susds,susds,sUSDS,1.082,4497926448,0.00106499,0.09848,18882800,2026-01-03T06:27:35.688Z
usdt0,usdt0,USDT0,0.999454,4454356483,0.00059538,0.05961,249494653,2026-01-03T06:27:37.164Z
the-open-network,ton,Toncoin,1.82,4397230012,0.11447,6.70887,211496197,2026-01-03T06:27:36.410Z
world-liberty-financial,wlfi,World Liberty Financial,0.157685,4296414152,0.00941379,6.34904,100199731,2026-01-03T06:27:37.160Z
dai,dai,Dai,0.999622,4234774728,0.00039613,0.03964,59290391,2026-01-03T06:27:40.676Z
