id,symbol,name,current_price,market_cap,price_change_24h,price_change_pct_24h,total_volume,last_updated
bitcoin,btc,Bitcoin,89224,1782266885600,-337.21335072214424,-0.37652,22862125219,2025-12-07T08:17:42.518Z
ethereum,eth,Ethereum,3029.68,366235756218,-0.3234356995280905,-0.01067,10248139438,2025-12-07T08:17:48.025Z
tether,usdt,Tether,1.0,185660663092,-6.753345945798e-05,-0.00675,39486523125,2025-12-07T08:17:44.910Z
binancecoin,bnb,BNB,889.99,122607624828,7.22,0.81754,994747133,2025-12-07T08:17:42.335Z
ripple,xrp,XRP,2.03,122392024853,-0.001411537662511897,-0.06957,1761900716,2025-12-07T08:17:47.188Z
usd-coin,usdc,USDC,0.999802,78120772240,7.7345e-08,1e-05,1989803587,2025-12-07T08:17:44.551Z
solana,sol,Solana,131.84,73951009009,-0.8459635544458024,-0.63755,2320092900,2025-12-07T08:17:44.563Z
tron,trx,TRON,0.285763,27068120258,-0.002767666922377787,-0.95923,556778312,2025-12-07T08:17:44.441Z
staked-ether,steth,Lido Staked Ether,3029.71,26306791612,-0.4673124997048035,-0.01542,19237678,2025-12-07T08:17:44.059Z
dogecoin,doge,Dogecoin,0.139254,22525593358,-8.32195627605e-05,-0.05973,613422748,2025-12-07T08:17:44.703Z
cardano,ada,Cardano,0.416703,15267380708,0.00511819,1.24353,381369519,2025-12-07T08:17:43.964Z
figure-heloc,figr_heloc,Figure Heloc,1.029,14469471306,-0.009022000000000086,-0.86951,96951,2025-12-07T04:25:25.590Z
whitebit,wbt,WhiteBIT Coin,60.34,12961249804,-0.24626011835820094,-0.40646,36134073,2025-12-07T08:17:44.075Z
wrapped-steth,wsteth,Wrapped stETH,3698.85,12314929755,-0.19534126631333493,-0.00528,23564674,2025-12-07T08:17:44.483Z
bitcoin-cash,bch,Bitcoin Cash,586.52,11712975576,10.64,1.84834,308651873,2025-12-07T08:17:44.442Z
wrapped-bitcoin,wbtc,Wrapped Bitcoin,89109,11146870391,-413.36207911699603,-0.46174,73285423,2025-12-07T08:17:44.522Z
wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,3286.51,10735802880,0.160407,0.00488,2022028,2025-12-07T08:17:44.066Z
chainlink,link,Chainlink,13.91,9698840920,0.339073,2.49913,432088449,2025-12-07T08:17:44.546Z
usds,usds,USDS,0.999625,9497438786,-1.7898956655715e-05,-0.00179,5417046,2025-12-07T08:17:44.164Z
