id,symbol,name,current_price,market_cap,price_change_24h,price_change_pct_24h,total_volume,last_updated
bitcoin,btc,Bitcoin,90594,1815433714767,349.65,0.38745,41721468851,2025-12-09T15:16:24.626Z
ethereum,eth,Ethereum,3124.66,379775347004,16.35,0.52588,21351342897,2025-12-09T15:16:24.627Z
tether,usdt,Tether,1.0,185736294413,1.823e-05,0.00182,69657502240,2025-12-09T15:16:17.487Z
ripple,xrp,XRP,2.07,124965678985,-0.010384119545492343,-0.49938,2467872365,2025-12-09T15:16:27.938Z
binancecoin,bnb,BNB,886.88,122614685684,-15.272102063650323,-1.69286,1363037383,2025-12-09T15:16:25.264Z
usd-coin,usdc,USDC,0.999805,78173882726,-9.7116830643285e-05,-0.00971,5389666024,2025-12-09T15:16:18.148Z
solana,sol,Solana,133.4,74981840613,-2.8320610521542164,-2.07881,4376162039,2025-12-09T15:16:28.240Z
staked-ether,steth,Lido Staked Ether,3122.98,27338929454,18.48,0.59511,26312103,2025-12-09T15:16:28.345Z
tron,trx,TRON,0.280366,26583348287,-0.004207705559563679,-1.4786,558621291,2025-12-09T15:16:17.478Z
dogecoin,doge,Dogecoin,0.142523,23095783050,-0.00061537682588475,-0.42992,1155725575,2025-12-09T15:16:22.005Z
cardano,ada,Cardano,0.455775,16745409261,0.0216297,4.98213,932091877,2025-12-09T15:16:21.312Z
figure-heloc,figr_heloc,Figure Heloc,1.031,14494528987,0.0108458,1.06357,11497936,2025-12-09T15:16:22.683Z
whitebit,wbt,WhiteBIT Coin,60.9,13097857534,-0.17775154881994837,-0.29103,102669839,2025-12-09T15:16:17.975Z
wrapped-steth,wsteth,Wrapped stETH,3818.76,12925179172,16.08,0.42285,41764883,2025-12-09T15:16:18.273Z
bitcoin-cash,bch,Bitcoin Cash,582.7,11650777611,-7.818121199787129,-1.32395,384359034,2025-12-09T15:16:20.332Z
wrapped-bitcoin,wbtc,Wrapped Bitcoin,90399,11338157644,277.71,0.30815,155891293,2025-12-09T15:16:18.477Z
wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,3396.87,11136227527,11.01,0.32528,8460957,2025-12-09T15:16:18.131Z
chainlink,link,Chainlink,13.85,9681123234,0.03938294,0.28508,525420514,2025-12-09T15:16:21.382Z
usds,usds,USDS,0.999862,9551738272,0.00022015,0.02202,7522639,2025-12-09T15:16:17.740Z
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),1.0,8972113650,0.00085667,0.08572,1316859690,2025-12-09T15:16:20.740Z
leo-token,leo,LEO Token,9.57,8817036693,-0.175108442205417,-1.79731,884762,2025-12-09T15:16:24.342Z
weth,weth,WETH,3133.92,8474836860,23.86,0.76721,63794670,2025-12-09T15:16:18.695Z
wrapped-eeth,weeth,Wrapped eETH,3390.26,8049471620,26.9,0.79965,33002384,2025-12-09T15:16:18.355Z
stellar,xlm,Stellar,0.243174,7885158763,-0.000658114319779579,-0.26991,111763858,2025-12-09T15:16:28.601Z
hyperliquid,hype,Hyperliquid,28.09,7594511177,-1.2370029630507773,-4.21725,382419339,2025-12-09T15:16:23.572Z
zcash,zec,Zcash,429.9,7068338628,29.54,7.3797,1281756923,2025-12-09T15:16:18.624Z
monero,xmr,Monero,363.14,6713507581,-9.050086527048165,-2.43161,133977359,2025-12-09T15:16:25.508Z
ethena-usde,usde,Ethena USDe,1.001,6640533404,0.00242964,0.24321,195719442,2025-12-09T15:16:22.427Z
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,90698,6602148924,-298.8283359963534,-0.3284,393764504,2025-12-09T15:16:21.290Z
litecoin,ltc,Litecoin,84.22,6458570815,0.990371,1.18986,480950416,2025-12-09T15:16:24.938Z
sui,sui,Sui,1.61,6050768625,0.00649711,0.40535,676788376,2025-12-09T15:16:28.872Z
avalanche-2,avax,Avalanche,13.71,5890543909,0.073459,0.53855,316603724,2025-12-09T15:16:19.911Z
hedera-hashgraph,hbar,Hedera,0.135679,5783677868,0.00079781,0.59149,110908138,2025-12-09T15:16:23.327Z
shiba-inu,shib,Shiba Inu,8.64e-06,5098150034,1.05768e-07,1.23957,112892343,2025-12-09T15:16:27.926Z
usdt0,usdt0,USDT0,1.0,4524224826,0.00041566,0.04158,204279450,2025-12-09T15:16:26.530Z
