id,symbol,name,current_price,market_cap,price_change_24h,price_change_pct_24h,total_volume,last_updated
bitcoin,btc,Bitcoin,89371,1783550662359,-155.87497984316724,-0.17411,22208095131,2025-12-07T09:20:15.086Z
ethereum,eth,Ethereum,3036.69,366507074693,10.07,0.33283,10064587088,2025-12-07T09:20:12.745Z
tether,usdt,Tether,1.0,185672488528,-1.7213253919346e-05,-0.00172,38611383380,2025-12-07T09:20:16.730Z
binancecoin,bnb,BNB,890.33,122677078152,7.05,0.79816,981352512,2025-12-07T09:20:14.980Z
ripple,xrp,XRP,2.03,122618185169,0.00878351,0.43369,1745733168,2025-12-07T09:20:14.147Z
usd-coin,usdc,USDC,0.999802,78119543745,1.408e-05,0.00141,2158637750,2025-12-07T09:20:17.281Z
solana,sol,Solana,132.01,73994979189,-0.41307160852733205,-0.31193,2286321950,2025-12-07T09:20:19.968Z
tron,trx,TRON,0.285233,27022704997,-0.003154191736576106,-1.09373,525663992,2025-12-07T09:20:19.615Z
staked-ether,steth,Lido Staked Ether,3036.8,26329562312,16.26,0.5384,18599266,2025-12-07T09:20:15.236Z
dogecoin,doge,Dogecoin,0.139359,22520065334,0.00034971,0.25157,566042014,2025-12-07T09:20:13.555Z
cardano,ada,Cardano,0.418236,15327340807,0.00594679,1.44238,382380387,2025-12-07T09:20:02.771Z
figure-heloc,figr_heloc,Figure Heloc,1.029,14469471306,-0.009022000000000086,-0.86951,96951,2025-12-07T04:25:25.590Z
whitebit,wbt,WhiteBIT Coin,60.52,12946264539,0.03670791,0.06069,47387868,2025-12-07T09:20:17.128Z
wrapped-steth,wsteth,Wrapped stETH,3709.22,12326144207,15.45,0.41837,23409116,2025-12-07T09:20:17.964Z
bitcoin-cash,bch,Bitcoin Cash,590.93,11818886010,15.06,2.61429,313674305,2025-12-07T09:20:13.115Z
wrapped-bitcoin,wbtc,Wrapped Bitcoin,89266,11141675124,-107.6992564862885,-0.1205,71779543,2025-12-07T09:20:17.490Z
wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,3295.32,10753648401,12.03,0.36632,2045672,2025-12-07T09:20:17.604Z
chainlink,link,Chainlink,13.85,9651345410,0.208966,1.53206,430136614,2025-12-07T09:20:12.808Z
usds,usds,USDS,0.999656,9502733075,-2.7577552335956e-05,-0.00276,12098776,2025-12-07T09:20:16.742Z
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),0.999901,8985976246,-1.560663983047e-06,-0.00016,931697301,2025-12-07T09:20:00.677Z
leo-token,leo,LEO Token,9.64,8890588223,0.066586,0.69557,343665,2025-12-07T09:20:09.819Z
weth,weth,WETH,3038.16,8473512320,10.67,0.35244,100249286,2025-12-07T09:20:18.078Z
hyperliquid,hype,Hyperliquid,29.66,8060638637,-1.1467689457446255,-3.7224,152389730,2025-12-07T09:20:18.333Z
stellar,xlm,Stellar,0.241082,7793871624,0.00238195,0.99788,70571152,2025-12-07T09:20:15.709Z
wrapped-eeth,weeth,Wrapped eETH,3289.47,7747262356,14.03,0.42847,12842563,2025-12-07T09:20:17.430Z
monero,xmr,Monero,384.87,7107575983,-11.255725168016113,-2.84145,101610284,2025-12-07T09:20:09.457Z
ethena-usde,usde,Ethena USDe,0.999552,6704718442,-1.6164580268652e-05,-0.00162,78770666,2025-12-07T09:20:08.964Z
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,89369,6481440841,-134.9760750002024,-0.1508,156003757,2025-12-07T09:20:04.718Z
litecoin,ltc,Litecoin,82.03,6294716212,1.71,2.12719,373839980,2025-12-07T09:20:11.710Z
sui,sui,Sui,1.57,5887048273,0.04266025,2.78621,554952646,2025-12-07T09:20:16.358Z
avalanche-2,avax,Avalanche,13.39,5749341292,0.16005,1.21009,270113583,2025-12-07T09:19:59.144Z
hedera-hashgraph,hbar,Hedera,0.13409,5704853554,0.00117462,0.88373,90060566,2025-12-07T09:20:14.458Z
zcash,zec,Zcash,336.55,5552736110,-12.526209780100487,-3.58838,630371253,2025-12-07T09:20:18.094Z
shiba-inu,shib,Shiba Inu,8.44e-06,4973418592,8.7877e-08,1.05237,101207043,2025-12-07T09:20:18.709Z
dai,dai,Dai,0.999403,4335805732,-5.667607499682e-05,-0.00567,58130405,2025-12-07T09:20:05.512Z
susds,susds,sUSDS,1.081,4217729548,0.00291375,0.27019,4072251,2025-12-07T09:20:15.610Z
world-liberty-financial,wlfi,World Liberty Financial,0.148182,4038615693,-0.000734821804341201,-0.49344,67106358,2025-12-07T09:20:17.557Z
usdt0,usdt0,USDT0,0.999829,3953042451,-0.000568059169858692,-0.05678,116623307,2025-12-07T09:20:17.259Z
the-open-network,ton,Toncoin,1.58,3866505221,-0.007961751468152478,-0.50139,64307815,2025-12-07T09:20:17.890Z
crypto-com-chain,cro,Cronos,0.103298,3859501029,-0.000790719479728974,-0.75966,10942128,2025-12-07T09:20:05.099Z
paypal-usd,pyusd,PayPal USD,0.999917,3846052456,-5.9605718946254e-05,-0.00596,48775534,2025-12-07T09:20:17.799Z
ethena-staked-usde,susde,Ethena Staked USDe,1.21,3667307282,0.00031128,0.02578,25202387,2025-12-07T09:20:08.770Z
uniswap,uni,Uniswap,5.57,3508166297,0.082171,1.49858,183121486,2025-12-07T09:20:17.180Z
polkadot,dot,Polkadot,2.12,3488598280,0.02556884,1.21929,130033982,2025-12-07T09:20:13.130Z
mantle,mnt,Mantle,1.072,3486628329,-0.000423719647556497,-0.03952,61509245,2025-12-07T09:20:12.281Z
aave,aave,Aave,189.05,2871119162,6.12,3.34751,168337140,2025-12-07T09:20:19.531Z
usd1-wlfi,usd1,USD1,0.999231,2725421563,0.00016032,0.01605,200296665,2025-12-07T09:20:16.983Z
bittensor,tao,Bittensor,282.09,2708729417,4.2,1.50996,68169116,2025-12-07T09:19:59.572Z
bitget-token,bgb,Bitget Token,3.54,2475530088,0.04228868,1.21057,47260015,2025-12-07T09:20:14.491Z
okb,okb,OKB,107.32,2252210076,2.75,2.62635,34167814,2025-12-07T09:20:11.278Z
canton-network,cc,Canton,0.06249,2238885138,0.00094413,1.53401,17233572,2025-12-07T09:20:13.289Z
tether-gold,xaut,Tether Gold,4209.95,2188449725,-0.8380195401314268,-0.0199,211416281,2025-12-07T09:20:16.062Z
near,near,NEAR Protocol,1.71,2187708582,0.00770114,0.45353,139322901,2025-12-07T09:20:10.390Z
falcon-finance,usdf,Falcon USD,0.998667,2185153084,0.0003407,0.03413,329469,2025-12-07T09:20:09.237Z
memecore,m,MemeCore,1.27,2177498437,-0.057129573539812295,-4.29567,12335854,2025-12-07T09:20:14.726Z
