id,symbol,name,current_price,market_cap,price_change_24h,price_change_pct_24h,total_volume,last_updated
bitcoin,btc,Bitcoin,89298,1782266885600,-263.22571542067453,-0.29391,22462077318,2025-12-07T08:12:32.646Z
ethereum,eth,Ethereum,3034.76,366235756218,4.75,0.15675,9179977797,2025-12-07T08:12:33.680Z
tether,usdt,Tether,1.0,185660663092,-7.8804610343264e-05,-0.00788,39495770443,2025-12-07T08:12:33.657Z
binancecoin,bnb,BNB,890.31,122670293452,7.54,0.85362,993986085,2025-12-07T08:12:32.580Z
ripple,xrp,XRP,2.03,122392024853,-0.000527693163340004,-0.026,1759643596,2025-12-07T08:12:33.405Z
usd-coin,usdc,USDC,0.999888,78120772240,8.642e-05,0.00864,4571283101,2025-12-07T08:12:33.592Z
solana,sol,Solana,131.91,73951009009,-0.7830860029355335,-0.59016,2317549964,2025-12-07T08:12:33.282Z
tron,trx,TRON,0.285924,27068051757,-0.002642178030494102,-0.91562,554311525,2025-12-07T08:12:33.311Z
staked-ether,steth,Lido Staked Ether,3033.87,26306791612,4.92,0.16239,18548836,2025-12-07T08:12:33.013Z
dogecoin,doge,Dogecoin,0.139413,22525593358,7.503e-05,0.05385,616092403,2025-12-07T08:12:33.263Z
cardano,ada,Cardano,0.416812,15271418037,0.00522703,1.26998,381525073,2025-12-07T08:12:33.482Z
figure-heloc,figr_heloc,Figure Heloc,1.029,14469471306,-0.009022000000000086,-0.86951,96951,2025-12-07T04:25:25.590Z
whitebit,wbt,WhiteBIT Coin,60.46,12961249804,-0.13144882786162526,-0.21696,45258250,2025-12-07T08:12:33.002Z
wrapped-steth,wsteth,Wrapped stETH,3705.19,12314929755,6.16,0.16649,23554195,2025-12-07T08:12:32.959Z
bitcoin-cash,bch,Bitcoin Cash,586.77,11729774559,10.52,1.8261,309332769,2025-12-07T08:12:33.143Z
wrapped-bitcoin,wbtc,Wrapped Bitcoin,89223,11146870391,-175.2364150659123,-0.19602,73378428,2025-12-07T08:12:33.301Z
wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,3289.77,10735802880,3.58,0.10894,2016820,2025-12-07T08:12:32.951Z
chainlink,link,Chainlink,13.92,9698534741,0.34904,2.5713,432175316,2025-12-07T08:12:33.458Z
usds,usds,USDS,0.999609,9497438786,-3.7387902868224e-05,-0.00374,5420595,2025-12-07T08:12:33.007Z
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),1.0,8985569234,-0.000116125315037685,-0.01161,910704294,2025-12-07T08:12:33.874Z
leo-token,leo,LEO Token,9.65,8899758402,0.079551,0.83096,344578,2025-12-07T08:12:33.322Z
weth,weth,WETH,3034.55,8480070737,4.61,0.1522,86358373,2025-12-07T08:12:33.876Z
hyperliquid,hype,Hyperliquid,30.34,8246193120,-0.7436382544648836,-2.39236,142224464,2025-12-07T08:12:33.001Z
stellar,xlm,Stellar,0.240179,7768268900,0.00100058,0.41834,71706960,2025-12-07T08:12:33.916Z
wrapped-eeth,weeth,Wrapped eETH,3285.59,7741306644,7.04,0.21486,12757680,2025-12-07T08:12:33.027Z
monero,xmr,Monero,386.03,7117780063,-6.522154960656394,-1.66148,103166049,2025-12-07T08:12:33.069Z
ethena-usde,usde,Ethena USDe,0.999576,6702244170,0.00018482,0.01849,67355416,2025-12-07T08:12:33.121Z
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,89321,6480299554,-240.62789544030966,-0.26867,126335893,2025-12-07T08:12:33.212Z
litecoin,ltc,Litecoin,82.32,6308979530,2.14,2.66266,374785687,2025-12-07T08:12:33.414Z
sui,sui,Sui,1.57,5876556621,0.053792,3.5393,571168132,2025-12-07T08:12:33.539Z
avalanche-2,avax,Avalanche,13.39,5745781815,0.167438,1.26675,271017121,2025-12-07T08:12:33.293Z
hedera-hashgraph,hbar,Hedera,0.1344,5707509482,0.00119296,0.89557,91737262,2025-12-07T08:12:33.059Z
zcash,zec,Zcash,339.09,5572907031,-14.937367153308742,-4.21927,657908988,2025-12-07T08:12:33.589Z
shiba-inu,shib,Shiba Inu,8.43e-06,4969941772,8.1919e-08,0.98089,101549223,2025-12-07T08:12:33.172Z
dai,dai,Dai,0.999544,4337241784,-0.000522646964515538,-0.05226,64909239,2025-12-07T08:12:33.316Z
susds,susds,sUSDS,1.079,4214617899,-0.005936110706827868,-0.54722,3991691,2025-12-07T08:12:33.048Z
world-liberty-financial,wlfi,World Liberty Financial,0.148474,4048093477,-0.001182910263792469,-0.79041,66844752,2025-12-07T08:12:33.283Z
usdt0,usdt0,USDT0,1.0,3950166956,0.00015838,0.01584,105914492,2025-12-07T08:12:34.070Z
the-open-network,ton,Toncoin,1.58,3875576234,0.00118794,0.0751,64757480,2025-12-07T08:12:34.196Z
crypto-com-chain,cro,Cronos,0.103405,3864332209,-0.000974603981218999,-0.93371,10772808,2025-12-07T08:12:33.721Z
paypal-usd,pyusd,PayPal USD,0.999801,3845780549,-1.3853930027952e-05,-0.00139,42801988,2025-12-07T08:12:33.117Z
ethena-staked-usde,susde,Ethena Staked USDe,1.21,3666677217,0.00024498,0.02029,26899887,2025-12-07T08:12:33.153Z
uniswap,uni,Uniswap,5.57,3514343870,0.084153,1.53281,182611598,2025-12-07T08:12:34.159Z
polkadot,dot,Polkadot,2.13,3493011923,0.02043009,0.97069,131769330,2025-12-07T08:12:33.744Z
mantle,mnt,Mantle,1.073,3487881635,0.00685436,0.64307,62630615,2025-12-07T08:12:33.440Z
aave,aave,Aave,189.25,2870437955,5.59,3.04595,168342305,2025-12-07T08:12:33.476Z
