id,symbol,name,current_price,market_cap,price_change_24h,price_change_pct_24h,total_volume,last_updated
bitcoin,btc,Bitcoin,90849,1814741548215,1011.19,1.12558,42077714064,2025-12-09T15:27:53.728Z
ethereum,eth,Ethereum,3137.19,378942822494,39.81,1.28525,21710538146,2025-12-09T15:27:44.925Z
tether,usdt,Tether,1.0,185736387466,2.483e-05,0.00248,69285308972,2025-12-09T15:27:49.042Z
ripple,xrp,XRP,2.08,125171207060,-0.003201451600122862,-0.15381,2449626367,2025-12-09T15:27:47.386Z
binancecoin,bnb,BNB,888.01,122383477673,-10.453819238755386,-1.16352,1409276160,2025-12-09T15:27:53.668Z
usd-coin,usdc,USDC,0.999806,78181475718,-5.162627989774e-06,-0.00052,4949034057,2025-12-09T15:27:49.636Z
solana,sol,Solana,133.68,75009936203,-2.446120178849867,-1.79695,4332478175,2025-12-09T15:27:47.753Z
staked-ether,steth,Lido Staked Ether,3136.4,27355352803,35.78,1.1539,24483146,2025-12-09T15:27:47.667Z
tron,trx,TRON,0.280141,26527858904,-0.004432027137217187,-1.55743,546260651,2025-12-09T15:27:48.953Z
dogecoin,doge,Dogecoin,0.143148,23130823602,0.00021759,0.15224,1149287997,2025-12-09T15:27:53.517Z
cardano,ada,Cardano,0.458039,16749215892,0.02524265,5.83246,940473091,2025-12-09T15:27:52.566Z
figure-heloc,figr_heloc,Figure Heloc,1.031,14494528987,0.0108458,1.06357,11497936,2025-12-09T15:27:53.706Z
whitebit,wbt,WhiteBIT Coin,60.98,13077631718,0.166849,0.27435,84829102,2025-12-09T15:27:49.399Z
wrapped-steth,wsteth,Wrapped stETH,3830.91,12895104533,42.87,1.13165,41586478,2025-12-09T15:27:49.741Z
bitcoin-cash,bch,Bitcoin Cash,582.2,11624905691,-7.225823969546127,-1.22591,373322496,2025-12-09T15:27:51.824Z
wrapped-bitcoin,wbtc,Wrapped Bitcoin,90498,11334877389,596.99,0.66406,151693210,2025-12-09T15:27:50.147Z
wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,3404.33,11112689042,38.66,1.14853,8483114,2025-12-09T15:27:49.573Z
chainlink,link,Chainlink,13.91,9696871163,0.111006,0.80428,525739097,2025-12-09T15:27:52.675Z
usds,usds,USDS,1.0,9552056602,0.00040433,0.04045,7551765,2025-12-09T15:27:49.040Z
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),1.0,8982627798,0.00047428,0.04744,1333236569,2025-12-09T15:27:52.094Z
leo-token,leo,LEO Token,9.57,8819665652,-0.16943789804431297,-1.74036,885150,2025-12-09T15:27:43.990Z
weth,weth,WETH,3136.76,8456927163,36.29,1.17043,122057064,2025-12-09T15:27:50.103Z
wrapped-eeth,weeth,Wrapped eETH,3395.29,8042445483,29.92,0.88893,32462754,2025-12-09T15:27:51.317Z
stellar,xlm,Stellar,0.244089,7883799972,0.00094264,0.38768,111160069,2025-12-09T15:27:48.115Z
hyperliquid,hype,Hyperliquid,28.24,7645954057,-1.1042178873016084,-3.76321,377652396,2025-12-09T15:27:43.246Z
zcash,zec,Zcash,432.48,7090927477,32.82,8.21118,1266472952,2025-12-09T15:27:50.157Z
monero,xmr,Monero,364.65,6698857831,-7.995304084037002,-2.14553,134009958,2025-12-09T15:27:44.948Z
ethena-usde,usde,Ethena USDe,1.002,6640387480,0.00266783,0.26699,199962406,2025-12-09T15:27:42.028Z
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,90760,6596439301,696.77,0.77364,384990850,2025-12-09T15:27:41.121Z
litecoin,ltc,Litecoin,84.36,6461031471,1.26,1.51286,478225574,2025-12-09T15:27:48.146Z
sui,sui,Sui,1.62,6036152600,0.01444111,0.90221,672840060,2025-12-09T15:27:48.267Z
avalanche-2,avax,Avalanche,13.77,5906905393,0.178217,1.31133,318380171,2025-12-09T15:27:51.663Z
hedera-hashgraph,hbar,Hedera,0.135931,5778457642,0.00124602,0.92514,109644786,2025-12-09T15:27:43.205Z
shiba-inu,shib,Shiba Inu,8.66e-06,5104148707,1.42527e-07,1.67364,113833208,2025-12-09T15:27:47.559Z
usdt0,usdt0,USDT0,0.999727,4523172851,0.00100537,0.10067,246847912,2025-12-09T15:27:49.669Z
dai,dai,Dai,0.999191,4343243030,8.632e-05,0.00864,73227526,2025-12-09T15:27:52.931Z
susds,susds,sUSDS,1.077,4299570699,-0.003219885229527542,-0.29818,25024900,2025-12-09T15:27:48.097Z
world-liberty-financial,wlfi,World Liberty Financial,0.150385,4097066108,-0.002136910709841677,-1.40105,85112402,2025-12-09T15:27:49.600Z
the-open-network,ton,Toncoin,1.64,4004506962,-0.005611145365434833,-0.34158,82522331,2025-12-09T15:27:48.724Z
crypto-com-chain,cro,Cronos,0.1042,3899967585,0.00043713,0.42128,14248602,2025-12-09T15:27:52.724Z
paypal-usd,pyusd,PayPal USD,0.999909,3826641615,0.00021349,0.02136,87203243,2025-12-09T15:27:46.045Z
mantle,mnt,Mantle,1.11,3620039988,0.00387719,0.34956,120093296,2025-12-09T15:27:44.394Z
ethena-staked-usde,susde,Ethena Staked USDe,1.21,3584047674,0.00018101,0.01499,73933281,2025-12-09T15:27:42.002Z
polkadot,dot,Polkadot,2.15,3521903822,0.01342605,0.62978,157637662,2025-12-09T15:27:46.351Z
uniswap,uni,Uniswap,5.56,3495904040,-0.06362656024127844,-1.13214,235235533,2025-12-09T15:27:49.185Z
bittensor,tao,Bittensor,310.21,2972795289,18.18,6.22493,141574752,2025-12-09T15:27:51.681Z
aave,aave,Aave,189.15,2866270449,-5.991304233867766,-3.07031,348736769,2025-12-09T15:27:50.438Z
usd1-wlfi,usd1,USD1,0.999295,2727509062,4.731e-05,0.00473,263384188,2025-12-09T15:27:49.184Z
canton-network,cc,Canton,0.074383,2666570128,0.0011534,1.57505,22549205,2025-12-09T15:27:52.048Z
bitget-token,bgb,Bitget Token,3.58,2504609889,0.03926736,1.10956,90156921,2025-12-09T15:27:51.640Z
okb,okb,OKB,111.83,2347765056,1.29,1.16244,39043494,2025-12-09T15:27:45.534Z
memecore,m,MemeCore,1.35,2299146388,0.108742,8.79104,17579702,2025-12-09T15:27:44.558Z
near,near,NEAR Protocol,1.78,2280415211,0.01632786,0.92635,166157095,2025-12-09T15:27:45.280Z
tether-gold,xaut,Tether Gold,4206.95,2195978672,22.9,0.54736,238531983,2025-12-09T15:27:48.430Z
falcon-finance,usdf,Falcon USD,0.998644,2187602923,0.00012903,0.01292,1602896,2025-12-09T15:27:42.058Z
ethereum-classic,etc,Ethereum Classic,13.52,2086876468,0.128489,0.95933,39131003,2025-12-09T15:27:53.767Z
ethena,ena,Ethena,0.270368,2077334283,-0.006981472675772815,-2.51721,215068284,2025-12-09T15:27:42.020Z
blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,1.0,2029279036,0.0,0.0,0.0,2025-12-09T15:25:03.178Z
aster-2,aster,Aster,0.944131,1979481622,2.053e-05,0.00217,204021979,2025-12-09T15:27:51.127Z
pepe,pepe,Pepe,4.67e-06,1966326953,-1.11814999997e-07,-2.33757,456792239,2025-12-09T15:27:46.296Z
