id,symbol,name,current_price,market_cap,price_change_24h,price_change_pct_24h,total_volume,last_updated
bitcoin,btc,Bitcoin,89188,1781431107738,-363.60727766447235,-0.40603,22341052463,2025-12-07T09:28:26.310Z
ethereum,eth,Ethereum,3030.02,365995382467,2.41,0.07945,10216954700,2025-12-07T09:28:26.988Z
tether,usdt,Tether,1.0,185674798552,-4.8104504790425e-05,-0.00481,38747259209,2025-12-07T09:28:22.482Z
ripple,xrp,XRP,2.03,122573123510,0.00382215,0.18877,1754373039,2025-12-07T09:28:28.762Z
binancecoin,bnb,BNB,888.75,122467469700,6.0,0.68006,915583780,2025-12-07T09:28:24.319Z
usd-coin,usdc,USDC,0.999852,78119610640,5.061e-05,0.00506,3892342171,2025-12-07T09:28:25.706Z
solana,sol,Solana,131.78,73965669140,-0.6838242503071399,-0.51623,2289475147,2025-12-07T09:28:26.773Z
tron,trx,TRON,0.28511,26999544179,-0.003572702548360229,-1.23759,520093369,2025-12-07T09:28:27.629Z
staked-ether,steth,Lido Staked Ether,3029.89,26280839349,7.9,0.26152,18595107,2025-12-07T09:28:21.198Z
dogecoin,doge,Dogecoin,0.138858,22475720217,-0.000261293993414513,-0.18782,612606508,2025-12-07T09:28:27.565Z
cardano,ada,Cardano,0.4161,15287653820,0.00375393,0.91038,384910476,2025-12-07T09:28:25.698Z
figure-heloc,figr_heloc,Figure Heloc,1.029,14469471306,-0.009022000000000086,-0.86951,96951,2025-12-07T04:25:25.590Z
whitebit,wbt,WhiteBIT Coin,60.34,12972766193,-0.22365527689997577,-0.36928,34980108,2025-12-07T09:28:23.466Z
wrapped-steth,wsteth,Wrapped stETH,3697.55,12293162269,0.538826,0.01457,22454431,2025-12-07T09:28:29.182Z
bitcoin-cash,bch,Bitcoin Cash,584.44,11735932930,5.84,1.00866,332004618,2025-12-07T09:28:26.687Z
wrapped-bitcoin,wbtc,Wrapped Bitcoin,89038,11127219042,-450.37692710022384,-0.50328,72274177,2025-12-07T09:28:27.183Z
wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,3286.53,10740351505,-1.8309883857091336,-0.05568,2052582,2025-12-07T09:28:23.805Z
chainlink,link,Chainlink,13.8,9631883380,0.136151,0.99678,434360067,2025-12-07T09:28:27.507Z
usds,usds,USDS,0.999703,9502739385,-6.2626561834311e-05,-0.00626,12102977,2025-12-07T09:28:22.420Z
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),1.0,8986223343,-0.000284638231260237,-0.02845,874744668,2025-12-07T09:28:25.430Z
leo-token,leo,LEO Token,9.64,8886160614,0.08489,0.88859,343640,2025-12-07T09:28:28.866Z
weth,weth,WETH,3028.56,8465009212,-3.5282190134662414,-0.11636,60331174,2025-12-07T09:28:24.382Z
hyperliquid,hype,Hyperliquid,29.44,7989021235,-1.3893177881607954,-4.50575,157136214,2025-12-07T09:28:27.802Z
