id,symbol,name,current_price,market_cap,price_change_24h,price_change_pct_24h,total_volume,last_updated
bitcoin,btc,Bitcoin,89199,1780238463858,-447.08718700190366,-0.49873,21908220888,2025-12-07T09:45:33.446Z
ethereum,eth,Ethereum,3028.96,365665826373,-3.466822151650831,-0.11432,10170218061,2025-12-07T09:45:34.344Z
tether,usdt,Tether,1.0,185674289688,-9.4735244821509e-05,-0.00947,38696288657,2025-12-07T09:45:39.280Z
ripple,xrp,XRP,2.03,122474503232,0.00319394,0.15761,1762737743,2025-12-07T09:45:37.800Z
binancecoin,bnb,BNB,888.61,122386257013,5.74,0.65044,924896612,2025-12-07T09:45:33.398Z
usd-coin,usdc,USDC,0.999802,78115009580,9.095e-05,0.0091,2284470915,2025-12-07T09:45:39.875Z
solana,sol,Solana,131.88,73934340026,-0.7143041160631753,-0.53873,2288940817,2025-12-07T09:45:38.267Z
tron,trx,TRON,0.284656,26951832539,-0.004017922098730253,-1.39186,530105999,2025-12-07T09:45:39.517Z
staked-ether,steth,Lido Staked Ether,3029.84,26272674284,-1.16263349565088,-0.03836,19042530,2025-12-07T09:45:38.240Z
dogecoin,doge,Dogecoin,0.138786,22436267391,-0.0005143960095286,-0.36927,603482710,2025-12-07T09:45:43.468Z
cardano,ada,Cardano,0.415833,15243403392,0.0027815,0.6734,384610025,2025-12-07T09:45:42.956Z
figure-heloc,figr_heloc,Figure Heloc,1.029,14469471306,-0.009022000000000086,-0.86951,96951,2025-12-07T04:25:25.590Z
whitebit,wbt,WhiteBIT Coin,60.29,12948365878,-0.344349862803341,-0.56794,34803602,2025-12-07T09:45:39.744Z
wrapped-steth,wsteth,Wrapped stETH,3698.73,12304893034,-2.7168988615189846,-0.0734,26084694,2025-12-07T09:45:40.023Z
bitcoin-cash,bch,Bitcoin Cash,578.49,11560781739,-4.575241112714707,-0.78469,333647510,2025-12-07T09:45:41.874Z
wrapped-bitcoin,wbtc,Wrapped Bitcoin,89043,11132765636,-473.47443699069845,-0.52892,71928570,2025-12-07T09:45:40.277Z
wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,3285.93,10727468725,-1.3575141294727473,-0.0413,2058152,2025-12-07T09:45:40.022Z
chainlink,link,Chainlink,13.77,9598722894,0.074197,0.54172,433818753,2025-12-07T09:45:42.585Z
usds,usds,USDS,0.999651,9502755058,5.87213e-07,6e-05,12089473,2025-12-07T09:45:39.535Z
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),0.999824,8987750818,-0.000188000409300781,-0.0188,1013020648,2025-12-07T09:45:42.364Z
leo-token,leo,LEO Token,9.63,8887239560,0.055175,0.57625,345325,2025-12-07T09:45:34.483Z
weth,weth,WETH,3029.24,8459544509,-1.0220352224678209,-0.03373,83171565,2025-12-07T09:45:40.614Z
hyperliquid,hype,Hyperliquid,29.37,7946767073,-1.5280710108143793,-4.94592,161827557,2025-12-07T09:45:33.775Z
stellar,xlm,Stellar,0.240404,7779801172,0.00091749,0.38311,71786472,2025-12-07T09:45:38.585Z
wrapped-eeth,weeth,Wrapped eETH,3279.74,7732661709,-0.739324889413183,-0.02254,12586256,2025-12-07T09:45:39.993Z
