id,symbol,name,current_price,market_cap,price_change_24h,price_change_pct_24h,total_volume,last_updated
bitcoin,btc,Bitcoin,89989,1793230741986,1012.99,1.13849,34230098429,2025-12-07T23:26:11.849Z
ethereum,eth,Ethereum,3046.19,366842657363,14.52,0.47896,20625474446,2025-12-07T23:26:13.288Z
tether,usdt,Tether,1.0,185670876328,-4.1033654292422e-05,-0.0041,60454578530,2025-12-07T23:26:02.567Z
ripple,xrp,XRP,2.04,122611461107,0.00676205,0.33331,2807730575,2025-12-07T23:26:11.884Z
binancecoin,bnb,BNB,891.37,122598803137,1.33,0.14908,1391423599,2025-12-07T23:26:11.688Z
usd-coin,usdc,USDC,0.9997,78117438584,-1.70652931063e-05,-0.00171,4312933501,2025-12-07T23:26:03.044Z
solana,sol,Solana,131.38,73510496718,-0.24623135209685643,-0.18707,4293724034,2025-12-07T23:26:12.152Z
tron,trx,TRON,0.286467,27123194385,-0.001034722649555841,-0.3599,549620278,2025-12-07T23:26:13.249Z
staked-ether,steth,Lido Staked Ether,3044.09,26362026337,10.93,0.36037,26016712,2025-12-07T23:26:12.092Z
dogecoin,doge,Dogecoin,0.138161,22270580381,-0.001312878938499351,-0.94131,1059618339,2025-12-07T23:26:06.533Z
cardano,ada,Cardano,0.416719,15241063564,0.00509161,1.23694,619350589,2025-12-07T23:26:05.701Z
figure-heloc,figr_heloc,Figure Heloc,1.029,14467422242,0.0,0.0,96951,2025-12-07T04:25:25.590Z
whitebit,wbt,WhiteBIT Coin,60.52,12974111590,0.187929,0.31148,93807372,2025-12-07T23:26:03.587Z
wrapped-steth,wsteth,Wrapped stETH,3719.77,12360441184,17.01,0.45934,30564289,2025-12-07T23:26:04.300Z
bitcoin-cash,bch,Bitcoin Cash,597.29,11872091426,12.93,2.21187,354387628,2025-12-07T23:26:04.982Z
wrapped-bitcoin,wbtc,Wrapped Bitcoin,89701,11191294778,781.45,0.87883,205412719,2025-12-07T23:26:04.397Z
wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,3304.41,10750106826,14.67,0.44602,4067316,2025-12-07T23:26:03.854Z
usds,usds,USDS,0.999715,9512332501,0.00029678,0.0297,6586286,2025-12-07T23:26:02.765Z
chainlink,link,Chainlink,13.59,9465790880,-0.3423898394688436,-2.45815,633306313,2025-12-07T23:26:05.650Z
leo-token,leo,LEO Token,9.75,9000382133,0.157041,1.63641,459694,2025-12-07T23:26:08.562Z
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),1.0,8986013977,-0.000106546835729082,-0.01065,1205286728,2025-12-07T23:26:05.317Z
weth,weth,WETH,3045.05,8460565252,11.81,0.38942,128720055,2025-12-07T23:26:04.222Z
hyperliquid,hype,Hyperliquid,29.26,7909078150,-1.7876969341831845,-5.75843,347111317,2025-12-07T23:26:07.799Z
wrapped-eeth,weeth,Wrapped eETH,3297.34,7747921895,12.76,0.3885,7501630,2025-12-07T23:26:03.966Z
stellar,xlm,Stellar,0.236029,7621329806,-0.003029233669512243,-1.26715,110243866,2025-12-07T23:26:12.488Z
ethena-usde,usde,Ethena USDe,0.999432,6696480933,0.0003666,0.03669,154134199,2025-12-07T23:26:06.691Z
monero,xmr,Monero,362.89,6688539607,-30.96213433108869,-7.86133,124295111,2025-12-07T23:26:09.422Z
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,89886,6503643351,872.11,0.97975,441936448,2025-12-07T23:26:05.706Z
litecoin,ltc,Litecoin,80.98,6193356816,-0.6590583656421813,-0.80729,435616726,2025-12-07T23:26:09.018Z
sui,sui,Sui,1.58,5893241200,0.01690854,1.08356,1000637526,2025-12-07T23:26:12.764Z
avalanche-2,avax,Avalanche,13.39,5740852245,0.061453,0.46097,365797834,2025-12-07T23:26:03.971Z
hedera-hashgraph,hbar,Hedera,0.130998,5562481008,-0.002309871457173096,-1.73273,161766028,2025-12-07T23:26:07.555Z
zcash,zec,Zcash,336.05,5508089467,0.87463,0.26094,724518805,2025-12-07T23:26:04.578Z
shiba-inu,shib,Shiba Inu,8.32e-06,4896346375,-9.3370739768e-08,-1.1095,98250273,2025-12-07T23:26:11.619Z
dai,dai,Dai,0.999837,4330397264,6.127e-05,0.00613,56090816,2025-12-07T23:26:06.184Z
susds,susds,sUSDS,1.079,4208534879,-0.000690703116083213,-0.06397,6270920,2025-12-07T23:26:12.329Z
world-liberty-financial,wlfi,World Liberty Financial,0.14775,4019198559,-0.002774134327965472,-1.84299,93693604,2025-12-07T23:26:03.905Z
usdt0,usdt0,USDT0,1.0,3973091635,0.00016134,0.01613,214978064,2025-12-07T23:26:03.373Z
the-open-network,ton,Toncoin,1.61,3933772148,0.01650322,1.03569,108554796,2025-12-07T23:26:13.124Z
paypal-usd,pyusd,PayPal USD,0.999912,3845534552,0.00031605,0.03162,63309533,2025-12-07T23:26:10.318Z
crypto-com-chain,cro,Cronos,0.102996,3845040434,-0.001091752487331746,-1.04888,14131513,2025-12-07T23:26:05.856Z
ethena-staked-usde,susde,Ethena Staked USDe,1.21,3662566722,0.00063,0.05216,24874356,2025-12-07T23:26:06.601Z
mantle,mnt,Mantle,1.088,3531236739,0.02229728,2.09206,85528190,2025-12-07T23:26:08.921Z
polkadot,dot,Polkadot,2.08,3418958338,-0.041999405119772515,-1.97554,170911515,2025-12-07T23:26:10.853Z
uniswap,uni,Uniswap,5.44,3418471959,-0.11342415348611201,-2.04348,278489402,2025-12-07T23:26:08.994Z
aave,aave,Aave,186.8,2824959029,-0.0875834086060081,-0.04686,297415010,2025-12-07T23:26:02.452Z
usd1-wlfi,usd1,USD1,0.9992,2725184942,0.00020296,0.02032,213748603,2025-12-07T23:26:03.044Z
bittensor,tao,Bittensor,275.5,2643760449,-5.750903894648502,-2.04473,108144014,2025-12-07T23:26:10.921Z
bitget-token,bgb,Bitget Token,3.57,2496337607,0.04547448,1.29091,52435769,2025-12-07T23:26:04.761Z
okb,okb,OKB,107.27,2252910089,0.171658,0.16028,25351072,2025-12-07T23:26:10.059Z
canton-network,cc,Canton,0.062778,2248001691,-0.000213127093111026,-0.33834,9218690,2025-12-07T23:26:05.128Z
tether-gold,xaut,Tether Gold,4210.76,2198261233,-1.0177044712263523,-0.02416,224805649,2025-12-07T23:26:12.740Z
falcon-finance,usdf,Falcon USD,0.999049,2186427619,0.00024932,0.02496,1065233,2025-12-07T23:26:06.780Z
near,near,NEAR Protocol,1.7,2175775069,-0.00605086247941955,-0.35489,182655432,2025-12-07T23:26:09.657Z
memecore,m,MemeCore,1.24,2125098596,-0.05690006060577235,-4.37972,15241805,2025-12-07T23:26:08.984Z
ethena,ena,Ethena,0.266411,2048844496,0.00412318,1.57201,240330626,2025-12-07T23:26:06.792Z
blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,1.0,2028557862,0.0,0.0,0.0,2025-12-07T23:25:05.543Z
ethereum-classic,etc,Ethereum Classic,13.04,2014711980,-0.27441917968515384,-2.06067,53167389,2025-12-07T23:26:06.796Z
aster-2,aster,Aster,0.914116,1915805233,-0.05442967615215455,-5.61973,304701366,2025-12-07T23:26:03.605Z
pi-network,pi,Pi Network,0.222369,1856109772,-0.003084397832972458,-1.36809,16980531,2025-12-07T23:26:10.468Z
pepe,pepe,Pepe,4.42e-06,1854471775,-5.9397388507e-08,-1.32532,319196954,2025-12-07T23:26:10.803Z
jito-staked-sol,jitosol,Jito Staked SOL,163.51,1850713328,-0.8811110504772444,-0.53599,16581187,2025-12-07T23:26:08.122Z
binance-peg-weth,weth,Binance-Peg WETH,3044.18,1836917169,14.23,0.46959,77340181,2025-12-07T23:26:04.821Z
internet-computer,icp,Internet Computer,3.4,1836829913,-0.08358088542544362,-2.39976,76404576,2025-12-07T23:26:08.235Z
rain,rain,Rain,0.00748662,1778176191,-2.8925008916203e-05,-0.38487,25408733,2025-12-07T23:26:10.930Z
pump-fun,pump,Pump.fun,0.00289057,1699905089,-7.9442161144498e-05,-2.67481,115497643,2025-12-07T23:26:10.939Z
jupiter-perpetuals-liquidity-provider-token,jlp,Jupiter Perpetuals Liquidity Provider Token,4.62,1665933211,-0.00051440093955879,-0.01114,25975604,2025-12-07T23:26:11.104Z
wrapped-solana,sol,Wrapped SOL,131.21,1663834631,-0.7106554296789227,-0.53869,571629200,2025-12-07T23:26:04.730Z
htx-dao,htx,HTX DAO,1.64e-06,1529021554,-1.3173168074e-08,-0.79499,7599283,2025-12-07T23:26:07.627Z
syrupusdc,syrupusdc,syrupUSDC,1.14,1484836307,0.00031518,0.02765,6226751,2025-12-07T23:26:12.524Z
ondo-finance,ondo,Ondo,0.45518,1437805566,-0.010771783483247754,-2.31178,54766814,2025-12-07T23:26:10.015Z
pax-gold,paxg,PAX Gold,4212.61,1430735537,-2.463217046110003,-0.05844,49768185,2025-12-07T23:26:10.412Z
kaspa,kas,Kaspa,0.051303,1373164221,0.00036953,0.72551,27291122,2025-12-07T23:26:10.211Z
hash-2,hash,Provenance Blockchain,0.02632848,1369426559,-0.001109495017875505,-4.04365,2636.45,2025-12-07T23:26:07.396Z
global-dollar,usdg,Global Dollar,0.999766,1368343015,-1.5498660020374e-05,-0.00155,13599663,2025-12-07T23:26:07.244Z
worldcoin-wld,wld,Worldcoin,0.564539,1346610979,-0.012193528646346596,-2.11424,84437763,2025-12-07T23:26:03.892Z
kucoin-shares,kcs,KuCoin,10.26,1330089394,0.128688,1.27039,3797943,2025-12-07T23:26:08.346Z
bfusd,bfusd,BFUSD,0.999413,1319224634,6.193e-05,0.0062,7353480,2025-12-07T23:26:04.324Z
hashnote-usyc,usyc,Circle USYC,1.11,1309979327,,,470.93,2025-12-06T14:01:14.528Z
syrupusdt,syrupusdt,syrupUSDT,1.11,1300738877,0.00031163,0.02817,379761,2025-12-07T23:26:12.437Z
ripple-usd,rlusd,Ripple USD,0.999649,1292343724,6.42e-05,0.00642,46354530,2025-12-07T23:26:11.324Z
binance-bridged-usdc-bnb-smart-chain,usdc,Binance Bridged USDC (BNB Smart Chain),0.999787,1288737229,5.804e-05,0.00581,186800438,2025-12-07T23:26:04.857Z
rocket-pool-eth,reth,Rocket Pool ETH,3501.2,1277561881,14.52,0.41655,1095145,2025-12-07T23:26:12.155Z
quant-network,qnt,Quant,87.65,1273372641,-2.1475801072265597,-2.39161,19296210,2025-12-07T23:26:10.927Z
polygon-ecosystem-token,pol,POL (ex-MATIC),0.120274,1266352670,-0.002489827524217059,-2.02815,56983640,2025-12-07T23:26:10.717Z
aptos,apt,Aptos,1.69,1241525411,-0.07044123763157195,-4.00872,218880788,2025-12-07T23:26:03.382Z
wbnb,wbnb,Wrapped BNB,890.93,1201824749,1.017,0.11431,304348742,2025-12-07T23:26:04.212Z
sky,sky,Sky,0.051952,1189696173,-0.000848679885794873,-1.60733,10181692,2025-12-07T23:26:11.706Z
gatechain-token,gt,Gate,10.15,1188625132,-0.04387567262233105,-0.43023,2913511,2025-12-07T23:26:07.022Z
algorand,algo,Algorand,0.13214,1163545044,-0.001214365463105133,-0.91063,34347240,2025-12-07T23:26:02.982Z
arbitrum,arb,Arbitrum,0.203996,1144975174,-0.002726529055696592,-1.31893,116246103,2025-12-07T23:26:03.655Z
official-trump,trump,Official Trump,5.65,1128810832,-0.06289753645718577,-1.10047,238017873,2025-12-07T23:26:10.044Z
binance-staked-sol,bnsol,Binance Staked SOL,142.87,1124129178,0.116022,0.08127,2464485,2025-12-07T23:26:04.528Z
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,3224.3,1092246812,10.38,0.32309,382472,2025-12-07T23:26:08.311Z
vechain,vet,VeChain,0.0122891,1055805652,-0.000315655662946628,-2.50426,19065519,2025-12-07T23:26:02.936Z
usdtb,usdtb,USDtb,1.001,1050768411,0.00042025,0.04201,166075,2025-12-07T23:26:02.667Z
filecoin,fil,Filecoin,1.45,1048347465,-0.03803378752062314,-2.55297,106529056,2025-12-07T23:26:06.926Z
cosmos,atom,Cosmos Hub,2.17,1047350119,-0.05978598375831723,-2.67715,31445566,2025-12-07T23:26:05.996Z
ignition-fbtc,fbtc,Function FBTC,89289,1044294159,16.8,0.01882,170627,2025-12-07T23:26:07.801Z
flare-networks,flr,Flare,0.01291548,1036329875,-0.00011493134787734,-0.88202,4721852,2025-12-07T23:26:06.965Z
