time,intersection,lat,lon,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure
2025-12-06T08:00:10.199466,Tràng Tiền - Hàng Bài,21.0285,105.8542,14,24,350,204,1,False
2025-12-06T08:00:10.199466,Cầu Giấy - Xuân Thủy,21.035,105.791,19,34,441,246,1,False
2025-12-06T08:00:10.199466,Ngã Tư Sở,21.0127,105.8192,14,31,951,429,1,False
2025-12-06T08:00:10.199466,Hai Bà Trưng - Lò Đúc,20.998,105.8433,21,37,1698,964,1,False
2025-12-06T08:00:10.199466,Ngã Tư Hàng Bài - Lê Thạch,21.028,105.853,0,0,0,0,0.5,True
2025-12-06T08:00:10.199466,Ngã Tư Phạm Ngọc Thạch - Xã Đàn,21.012,105.831,26,37,281,197,1,False
2025-12-06T08:00:10.199466,Ngã Tư Nguyễn Trãi - Khuất Duy Tiến,20.9985,105.8155,13,37,17,5,0.95679,False
2025-12-06T08:00:10.199466,Ngã Tư Trần Phú - Láng Hạ,21.0225,105.818,24,31,379,293,0.997708,False
2025-12-06T08:00:10.199466,Ngã Tư Giải Phóng - Đại Cồ Việt,21.001,105.851,20,27,342,253,1,False
2025-12-06T08:00:10.199466,Ngã Tư Thanh Nhàn - Bạch Mai,21.0025,105.855,20,27,342,253,1,False
2025-12-06T08:00:10.199466,Ngã Tư Hàng Khay - Hàng Bài,21.0286,105.8545,14,24,350,204,1,False
2025-12-06T08:00:10.199466,Ngã Tư Láng - Thái Thịnh,21.016,105.8185,15,29,838,433,1,False
2025-12-06T08:00:10.199466,Ngã Tư Cầu Giấy - Duy Tân,21.038,105.787,19,36,433,228,1,False
2025-12-06T08:00:10.199466,Ngã Tư Xuân Thủy - Nguyễn Phong Sắc,21.036,105.792,19,36,433,228,1,False
2025-12-06T08:00:10.199466,Ngã Tư Nguyễn Văn Cừ - Long Biên,21.0445,105.8935,35,54,691,447,1,False
2025-12-06T08:00:10.199466,Ngã Tư Hồ Tùng Mậu - Phạm Văn Đồng,21.0505,105.79,22,32,414,284,1,False
2025-12-06T08:00:10.199466,Ngã Tư Mai Dịch - Cầu Giấy,21.0355,105.7865,19,34,441,246,1,False
2025-12-06T08:00:10.199466,Ngã Tư Hoàng Quốc Việt - Phạm Văn Đồng,21.0565,105.791,36,36,81,81,1,False
2025-12-06T08:00:10.199466,Ngã Tư Vọng - Giải Phóng,21.0015,105.857,19,30,274,174,1,False
2025-12-06T08:00:10.199466,Ngã Tư Kim Liên - Xã Đàn,21.014,105.83,18,29,635,394,1,False
