city,latitude,longitude,time,temperature_c
Hà Nội,21.028472,105.854167,2025-12-10T14:00,25.3
Hà Nội,21.028472,105.854167,2025-12-10T15:00,25.3
Hà Nội,21.028472,105.854167,2025-12-10T16:00,24.9
Hà Nội,21.028472,105.854167,2025-12-10T17:00,23.7
Hà Nội,21.028472,105.854167,2025-12-10T18:00,22.3
Hà Nội,21.028472,105.854167,2025-12-10T19:00,21.2
Hà Nội,21.028472,105.854167,2025-12-10T20:00,20.3
Hà Nội,21.028472,105.854167,2025-12-10T21:00,19.4
Hà Nội,21.028472,105.854167,2025-12-10T22:00,18.7
Hà Nội,21.028472,105.854167,2025-12-10T23:00,18.2
Hà Nội,21.028472,105.854167,2025-12-11T00:00,17.8
Hà Nội,21.028472,105.854167,2025-12-11T01:00,17.6
Hà Nội,21.028472,105.854167,2025-12-11T02:00,17.5
Hà Nội,21.028472,105.854167,2025-12-11T03:00,17.6
Hà Nội,21.028472,105.854167,2025-12-11T04:00,17.7
Hà Nội,21.028472,105.854167,2025-12-11T05:00,17.9
Hà Nội,21.028472,105.854167,2025-12-11T06:00,18.1
Hà Nội,21.028472,105.854167,2025-12-11T07:00,18.4
Hà Nội,21.028472,105.854167,2025-12-11T08:00,18.9
Hà Nội,21.028472,105.854167,2025-12-11T09:00,19.3
Hà Nội,21.028472,105.854167,2025-12-11T10:00,19.7
Hà Nội,21.028472,105.854167,2025-12-11T11:00,19.9
Hà Nội,21.028472,105.854167,2025-12-11T12:00,20.0
Hà Nội,21.028472,105.854167,2025-12-11T13:00,20.0
Hà Nội,21.028472,105.854167,2025-12-11T14:00,20.1
Hà Nội,21.028472,105.854167,2025-12-11T15:00,20.1
Hà Nội,21.028472,105.854167,2025-12-11T16:00,20.1
Hà Nội,21.028472,105.854167,2025-12-11T17:00,20.1
Hà Nội,21.028472,105.854167,2025-12-11T18:00,20.1
Hà Nội,21.028472,105.854167,2025-12-11T19:00,20.0
Hà Nội,21.028472,105.854167,2025-12-11T20:00,19.8
Hà Nội,21.028472,105.854167,2025-12-11T21:00,19.6
Hà Nội,21.028472,105.854167,2025-12-11T22:00,19.3
Hà Nội,21.028472,105.854167,2025-12-11T23:00,19.1
Hà Nội,21.028472,105.854167,2025-12-12T00:00,18.9
Hà Nội,21.028472,105.854167,2025-12-12T01:00,18.8
Hà Nội,21.028472,105.854167,2025-12-12T02:00,18.7
Hà Nội,21.028472,105.854167,2025-12-12T03:00,18.7
Hà Nội,21.028472,105.854167,2025-12-12T04:00,18.6
Hà Nội,21.028472,105.854167,2025-12-12T05:00,18.6
Hà Nội,21.028472,105.854167,2025-12-12T06:00,18.5
Hà Nội,21.028472,105.854167,2025-12-12T07:00,18.6
Hà Nội,21.028472,105.854167,2025-12-12T08:00,18.9
Hà Nội,21.028472,105.854167,2025-12-12T09:00,19.4
Hà Nội,21.028472,105.854167,2025-12-12T10:00,19.8
Hà Nội,21.028472,105.854167,2025-12-12T11:00,20.1
Hà Nội,21.028472,105.854167,2025-12-12T12:00,20.4
Hà Nội,21.028472,105.854167,2025-12-12T13:00,20.6
Hà Nội,21.028472,105.854167,2025-12-12T14:00,20.0
Hà Nội,21.028472,105.854167,2025-12-12T15:00,19.9
Hà Nội,21.028472,105.854167,2025-12-12T16:00,19.8
Hà Nội,21.028472,105.854167,2025-12-12T17:00,19.7
Hà Nội,21.028472,105.854167,2025-12-12T18:00,19.6
Hà Nội,21.028472,105.854167,2025-12-12T19:00,19.5
Hà Nội,21.028472,105.854167,2025-12-12T20:00,19.4
Hà Nội,21.028472,105.854167,2025-12-12T21:00,19.4
Hà Nội,21.028472,105.854167,2025-12-12T22:00,19.3
Hà Nội,21.028472,105.854167,2025-12-12T23:00,19.2
Hà Nội,21.028472,105.854167,2025-12-13T00:00,19.0
Hà Nội,21.028472,105.854167,2025-12-13T01:00,18.9
Hà Nội,21.028472,105.854167,2025-12-13T02:00,18.8
Hà Nội,21.028472,105.854167,2025-12-13T03:00,18.8
Hà Nội,21.028472,105.854167,2025-12-13T04:00,18.8
Hà Nội,21.028472,105.854167,2025-12-13T05:00,18.9
Hà Nội,21.028472,105.854167,2025-12-13T06:00,18.9
Hà Nội,21.028472,105.854167,2025-12-13T07:00,19.0
Hà Nội,21.028472,105.854167,2025-12-13T08:00,19.1
Hà Nội,21.028472,105.854167,2025-12-13T09:00,19.2
Hà Nội,21.028472,105.854167,2025-12-13T10:00,19.3
Hà Nội,21.028472,105.854167,2025-12-13T11:00,19.4
Hà Nội,21.028472,105.854167,2025-12-13T12:00,19.5
Hà Nội,21.028472,105.854167,2025-12-13T13:00,19.6
Hà Nội,21.028472,105.854167,2025-12-13T14:00,19.6
Hà Nội,21.028472,105.854167,2025-12-13T15:00,19.6
Hà Nội,21.028472,105.854167,2025-12-13T16:00,19.6
Hà Nội,21.028472,105.854167,2025-12-13T17:00,19.6
Hà Nội,21.028472,105.854167,2025-12-13T18:00,19.5
Hà Nội,21.028472,105.854167,2025-12-13T19:00,19.3
Hà Nội,21.028472,105.854167,2025-12-13T20:00,18.9
Hà Nội,21.028472,105.854167,2025-12-13T21:00,18.5
Hà Nội,21.028472,105.854167,2025-12-13T22:00,18.1
Hà Nội,21.028472,105.854167,2025-12-13T23:00,17.7
