time,intersection,lat,lon,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure
2025-12-07T13:00:09.105053,Ngã Tư Trần Duy Hưng - Khuất Duy Tiến,21.008,105.799,20,32,330,206,1,False
2025-12-07T13:00:09.105053,Ngã Tư Hoàng Cầu - Thái Hà,21.011,105.8205,18,30,739,443,1,False
2025-12-07T13:00:09.105053,Ngã Tư Phạm Hùng - Mễ Trì,20.9955,105.7805,29,41,703,497,1,False
2025-12-07T13:00:09.105053,Ngã Tư Hoàng Mai - Kim Đồng,20.9785,105.863,20,32,662,413,1,False
2025-12-07T13:00:09.105053,Ngã Tư Lê Văn Lương - Khuất Duy Tiến,20.9965,105.812,26,35,460,342,0.996567,False
2025-12-07T13:00:09.105053,Ngã Tư Nguyễn Khuyến - Văn Miếu,21.027,105.8345,18,29,635,394,1,False
2025-12-07T13:00:09.105053,Ngã Tư Tây Sơn - Chùa Bộc,21.0125,105.8275,18,29,635,394,1,False
2025-12-07T13:00:09.105053,Ngã Tư Bạch Mai - Đại La,21.0035,105.8575,20,31,238,153,1,False
2025-12-07T13:00:09.105053,Ngã Tư Trần Khát Chân - Giải Phóng,21.0005,105.853,20,28,342,244,1,False
2025-12-07T13:00:09.105053,Ngã Tư Liễu Giai - Đào Tấn,21.0395,105.821,22,32,1225,842,1,False
2025-12-07T13:00:09.105053,Ngã Tư Phan Chu Trinh - Hàng Bài,21.0283,105.854,14,24,350,204,1,False
2025-12-07T13:00:09.105053,Ngã Tư Trần Phú - Nguyễn Chí Thanh,21.022,105.819,25,32,303,237,1,False
2025-12-07T13:00:09.105053,Ngã Tư Cầu Giấy - Duy Tân,21.038,105.787,21,35,392,235,1,False
2025-12-07T13:00:09.105053,Ngã Tư Xuân Thủy - Nguyễn Phong Sắc,21.036,105.792,21,35,392,235,1,False
2025-12-07T13:00:09.105053,Ngã Tư Nguyễn Văn Cừ - Long Biên,21.0445,105.8935,54,54,447,447,1,False
2025-12-07T13:00:09.105053,Ngã Tư Hồ Tùng Mậu - Phạm Văn Đồng,21.0505,105.79,22,33,414,276,1,False
2025-12-07T13:00:09.105053,Ngã Tư Mai Dịch - Cầu Giấy,21.0355,105.7865,20,33,419,253,1,False
2025-12-07T13:00:09.105053,Ngã Tư Hoàng Quốc Việt - Phạm Văn Đồng,21.0565,105.791,29,36,101,81,0.968388,False
2025-12-07T13:00:09.105053,Ngã Tư Vọng - Giải Phóng,21.0015,105.857,18,30,290,174,1,False
2025-12-07T13:00:09.105053,Ngã Tư Kim Liên - Xã Đàn,21.014,105.83,18,29,635,394,1,False
2025-12-07T13:00:09.105053,Ngã Tư Láng - Thái Thịnh,21.016,105.8185,19,29,662,433,1,False
2025-12-07T13:00:09.105053,Ngã Tư Trần Phú - Láng Hạ,21.0225,105.818,21,32,433,284,1,False
2025-12-07T13:00:09.105053,Ngã Tư Giải Phóng - Đại Cồ Việt,21.001,105.851,20,28,342,244,1,False
2025-12-07T13:00:09.105053,Ngã Tư Thanh Nhàn - Bạch Mai,21.0025,105.855,20,28,342,244,1,False
2025-12-07T13:00:09.105053,Ngã Tư Hàng Khay - Hàng Bài,21.0286,105.8545,14,24,350,204,1,False
2025-12-07T13:00:09.105053,Ngã Tư Trần Duy Hưng - Hoàng Minh Giám,21.009,105.798,20,32,330,206,1,False
2025-12-07T13:00:09.105053,Ngã Tư Hoàng Cầu - La Thành,21.0105,105.8195,18,30,739,443,1,False
2025-12-07T13:00:09.105053,Ngã Tư Phạm Văn Đồng - Xuân Đỉnh,21.058,105.78,33,42,584,459,1,False
2025-12-07T13:00:09.105053,Ngã Tư Phạm Văn Đồng - Cổ Nhuế,21.0585,105.7855,32,41,645,504,1,False
2025-12-07T13:00:09.105053,Ngã Tư Nguyễn Khuyến - Văn Miếu,21.027,105.8345,18,29,635,394,1,False
2025-12-07T13:00:09.105053,Ngã Tư Tây Sơn - Đường vành đai 2,21.013,105.828,18,29,635,394,1,False
2025-12-07T13:00:09.105053,Ngã Tư Láng Hạ - Đường Láng,21.018,105.8185,25,32,303,237,1,False
2025-12-07T13:00:09.105053,Ngã Tư Láng - Yên Lãng,21.0165,105.819,19,29,662,433,1,False
2025-12-07T13:00:09.105053,Ngã Tư Ô Chợ Dừa - Thái Hà,21.014,105.822,19,29,729,478,1,False
2025-12-07T13:00:09.105053,Ngã Tư Trần Khát Chân - Phố Huế,21.0015,105.854,20,28,342,244,1,False
2025-12-07T13:00:09.105053,Ngã Tư Bạch Mai - Đại La,21.0035,105.8575,20,31,238,153,1,False
2025-12-07T13:00:09.105053,Ngã Tư Hàng Bài - Lê Thạch,21.028,105.853,0,0,0,0,0.5,True
2025-12-07T13:00:09.105053,Ngã Tư Phan Chu Trinh - Hàng Bài,21.0283,105.854,14,24,350,204,1,False
2025-12-07T13:00:09.105053,Ngã Tư Trần Phú - Nguyễn Chí Thanh,21.022,105.819,25,32,303,237,1,False
2025-12-07T13:00:09.105053,Ngã Tư Lê Duẩn - Nguyễn Thái Học,21.033,105.839,18,28,1012,650,1,False
2025-12-07T13:00:09.105053,Ngã Tư Tây Sơn - Chùa Bộc,21.0125,105.8275,18,29,635,394,1,False
2025-12-07T13:00:09.105053,Ngã Tư Trần Duy Hưng - Phạm Hùng,21.0085,105.7975,20,32,330,206,1,False
2025-12-07T13:00:09.105053,Ngã Tư Nguyễn Trãi - Khuất Duy Tiến,20.9985,105.8155,36,36,6,6,1,False
2025-12-07T13:00:09.105053,Ngã Tư Cầu Giấy - Duy Tân,21.038,105.787,21,35,392,235,1,False
2025-12-07T13:00:09.105053,Ngã Tư Xuân Thủy - Nguyễn Phong Sắc,21.036,105.792,21,35,392,235,1,False
2025-12-07T13:00:09.105053,Ngã Tư Nguyễn Văn Cừ - Long Biên,21.0445,105.8935,54,54,447,447,1,False
2025-12-07T13:00:09.105053,Ngã Tư Hồ Tùng Mậu - Phạm Văn Đồng,21.0505,105.79,22,33,414,276,1,False
2025-12-07T13:00:09.105053,Ngã Tư Mai Dịch - Cầu Giấy,21.0355,105.7865,20,33,419,253,1,False
2025-12-07T13:00:09.105053,Ngã Tư Hoàng Quốc Việt - Phạm Văn Đồng,21.0565,105.791,29,36,101,81,0.968388,False
2025-12-07T13:00:09.105053,Ngã Tư Vọng - Giải Phóng,21.0015,105.857,18,30,290,174,1,False
2025-12-07T13:00:09.105053,Ngã Tư Kim Liên - Xã Đàn,21.014,105.83,18,29,635,394,1,False
2025-12-07T13:00:09.105053,Ngã Tư Láng - Thái Thịnh,21.016,105.8185,19,29,662,433,1,False
2025-12-07T13:00:09.105053,Ngã Tư Trần Phú - Láng Hạ,21.0225,105.818,21,32,433,284,1,False
2025-12-07T13:00:09.105053,Ngã Tư Giải Phóng - Đại Cồ Việt,21.001,105.851,18,28,380,244,1,False
2025-12-07T13:00:09.105053,Ngã Tư Thanh Nhàn - Bạch Mai,21.0025,105.855,18,28,380,244,1,False
2025-12-07T13:00:09.105053,Ngã Tư Hàng Khay - Hàng Bài,21.0286,105.8545,15,24,327,204,1,False
2025-12-07T13:00:09.105053,Ngã Tư Trần Phú - Nguyễn Chí Thanh,21.022,105.819,24,32,316,237,1,False
2025-12-07T13:00:09.105053,Ngã Tư Láng Hạ - Thái Hà,21.0175,105.819,24,32,316,237,1,False
2025-12-07T13:00:09.105053,Ngã Tư Hoàng Cầu - Thái Hà,21.011,105.8205,18,30,739,443,1,False
2025-12-07T13:00:09.105053,Ngã Tư Điện Biên Phủ - Trần Phú,21.024,105.822,24,32,316,237,1,False
2025-12-07T13:00:09.105053,Ngã Tư Điện Biên Phủ - Cửa Nam,21.032,105.8215,25,35,564,403,1,False
2025-12-07T13:00:09.105053,Ngã Tư Phạm Hùng - Mễ Trì,20.9955,105.7805,29,41,703,497,1,False
2025-12-07T13:00:09.105053,Ngã Tư Nguyễn Chí Thanh - Láng Hạ,21.021,105.8175,20,32,455,284,1,False
2025-12-07T13:00:09.105053,Ngã Tư Nguyễn Trãi - Trần Phú,20.998,105.815,26,35,460,342,0.996567,False
2025-12-07T13:00:09.105053,Ngã Tư Lê Trọng Tấn - Quang Trung,21.006,105.8135,25,38,1426,938,1,False
2025-12-07T13:00:09.105053,Ngã Tư Giáp Bát - Lò Đúc,21.0,105.847,18,28,374,240,1,False
2025-12-07T13:00:09.105053,Ngã Tư Giải Phóng - Vọng,21.0015,105.857,23,29,227,180,1,False
2025-12-07T13:00:09.105053,Ngã Tư Phạm Văn Đồng - Hoàng Quốc Việt,21.0565,105.791,29,36,101,81,0.968388,False
2025-12-07T13:00:09.105053,Ngã Tư Phạm Văn Đồng - Xuân Đỉnh,21.058,105.78,33,42,584,459,1,False
2025-12-07T13:00:09.105053,Ngã Tư Hoàng Mai - Giải Phóng,20.9775,105.86,22,33,601,401,1,False
2025-12-07T13:00:09.105053,Ngã Tư Minh Khai - Trương Định,21.005,105.871,34,40,2076,1764,1,False
2025-12-07T13:00:09.105053,Ngã Tư Cầu Giấy - Xuân Thủy,21.035,105.791,19,32,441,261,1,False
2025-12-07T13:00:09.105053,Ngã Tư Trần Phú - Láng Hạ,21.0225,105.818,20,31,455,293,1,False
2025-12-07T13:00:09.105053,Ngã Tư Nguyễn Văn Cừ - Long Biên,21.0445,105.8935,54,54,447,447,1,False
2025-12-07T13:00:09.105053,Ngã Tư Hồ Tùng Mậu - Phạm Văn Đồng,21.0505,105.79,21,32,433,284,1,False
2025-12-07T13:00:09.105053,Ngã Tư Thanh Nhàn - Bạch Mai,21.0025,105.855,19,29,360,235,1,False
2025-12-07T13:00:09.105053,Ngã Tư Kim Liên - Xã Đàn,21.014,105.83,19,28,602,408,1,False
2025-12-07T13:00:09.105053,Ngã Tư Láng - Thái Thịnh,21.016,105.8185,18,30,698,419,1,False
2025-12-07T13:00:09.105053,Ngã Tư Giải Phóng - Đại Cồ Việt,21.001,105.851,19,29,360,235,1,False
2025-12-07T13:00:09.105053,Ngã Tư Vọng - Giải Phóng,21.0015,105.857,23,30,227,174,1,False
