time,intersection,lat,lon,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure
2025-12-07T06:22:37.598478,Tràng Tiền - Hàng Bài,21.0285,105.8542,18,23,272,213,1,False
2025-12-07T06:22:37.598478,Cầu Giấy - Xuân Thủy,21.035,105.791,23,33,364,253,1,False
2025-12-07T06:22:37.598478,Ngã Tư Sở,21.0127,105.8192,20,31,665,429,1,False
2025-12-07T06:22:37.598478,Hai Bà Trưng - Lò Đúc,20.998,105.8433,28,37,1273,964,1,False
2025-12-07T06:22:37.598478,Ngã Tư Hàng Bài - Lê Thạch,21.028,105.853,0,0,0,0,0.5,True
2025-12-07T06:22:37.598478,Ngã Tư Phạm Ngọc Thạch - Xã Đàn,21.012,105.831,37,37,197,197,1,False
2025-12-07T06:22:37.598478,Ngã Tư Nguyễn Trãi - Khuất Duy Tiến,20.9985,105.8155,26,35,8,6,0.91,False
2025-12-07T06:22:37.598478,Ngã Tư Trần Phú - Láng Hạ,21.0225,105.818,25,32,364,284,0.99638,False
2025-12-07T06:22:37.598478,Ngã Tư Giải Phóng - Đại Cồ Việt,21.001,105.851,19,28,360,244,1,False
2025-12-07T06:22:37.598478,Ngã Tư Thanh Nhàn - Bạch Mai,21.0025,105.855,19,28,360,244,1,False
2025-12-07T06:22:37.598478,Ngã Tư Hàng Khay - Hàng Bài,21.0286,105.8545,18,23,272,213,1,False
2025-12-07T06:22:37.598478,Ngã Tư Láng - Thái Thịnh,21.016,105.8185,20,30,628,419,1,False
2025-12-07T06:22:37.598478,Ngã Tư Cầu Giấy - Duy Tân,21.038,105.787,23,35,358,235,1,False
2025-12-07T06:22:37.598478,Ngã Tư Xuân Thủy - Nguyễn Phong Sắc,21.036,105.792,23,35,358,235,1,False
2025-12-07T06:22:37.598478,Ngã Tư Nguyễn Văn Cừ - Long Biên,21.0445,105.8935,54,54,447,447,1,False
2025-12-07T06:22:37.598478,Ngã Tư Hồ Tùng Mậu - Phạm Văn Đồng,21.0505,105.79,33,33,276,276,1,False
2025-12-07T06:22:37.598478,Ngã Tư Mai Dịch - Cầu Giấy,21.0355,105.7865,23,33,364,253,1,False
2025-12-07T06:22:37.598478,Ngã Tư Hoàng Quốc Việt - Phạm Văn Đồng,21.0565,105.791,31,36,94,81,0.896973,False
2025-12-07T06:22:37.598478,Ngã Tư Vọng - Giải Phóng,21.0015,105.857,23,30,227,174,1,False
2025-12-07T06:22:37.598478,Ngã Tư Kim Liên - Xã Đàn,21.014,105.83,18,28,635,408,1,False
